id_caso,código_dane_de_municipio,municipio,departamento,año,mes,día,id_persona,sexo,etnia,ocupación,caletera,campanera,cocinera,comandante,combatiente,contabilidad,entrenamiento,escolta,extorsiones,fabricación_de_otras_armas_no_convencionales,fabricación_y/o_siembra_de_minas_antipersonal,guardia,informante,patrullera,radio_operaciones,raspachín,servicios_de_salud,sicariato,trabajo_organizativo,tráfico_de_estupefacientes,transporte_de_armas,sin_información_de_oficios_realizados,otro_oficio_realizado,edad,latitud,longitud,fecha
152888,05585,PUERTO NARE,ANTIOQUIA,2004,4,0,178464,HOMBRE,,ESTUDIANTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),6.2194810893,-74.5716887665,2004-04-01
225057,68689,SAN VICENTE DE CHUCURI,SANTANDER,1988,0,0,762817,HOMBRE,,GUERRILLERO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADOLESCENCIA (12-17 AÑOS),6.894292346,-73.539003336,1988-01-01
228661,66456,MISTRATO,RISARALDA,1998,2,15,249936,MUJER,,ESTUDIANTE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADOLESCENCIA (12-17 AÑOS),5.4162684868,-75.9043263373,1998-02-15
229622,50001,VILLAVICENCIO,META,1993,1,11,250897,HOMBRE,,ESTUDIANTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.127404,-73.627486,1993-01-11
236057,05660,SAN LUIS,ANTIOQUIA,1998,2,16,257332,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADOLESCENCIA (12-17 AÑOS),6.063828223,-74.806913159,1998-02-16
238584,66594,QUINCHIA,RISARALDA,1998,12,1,762513,MUJER,,GUERRILLERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),5.3404456801,-75.7304125955,1998-12-01
244955,05837,TURBO,ANTIOQUIA,2000,4,15,266230,HOMBRE,INDÍGENA,ESTUDIANTE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADOLESCENCIA (12-17 AÑOS),8.173851745,-76.574037701,2000-04-15
244955,05837,TURBO,ANTIOQUIA,2000,4,15,568819,HOMBRE,INDÍGENA,ESTUDIANTE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADOLESCENCIA (12-17 AÑOS),8.173851745,-76.574037701,2000-04-15
253262,17541,PENSILVANIA,CALDAS,2001,9,10,274537,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),5.407187836,-75.166839962,2001-09-10
253262,17541,PENSILVANIA,CALDAS,2001,9,10,579797,HOMBRE,,ESTUDIANTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),5.407187836,-75.166839962,2001-09-10
259141,23001,MONTERIA,CORDOBA,2002,6,12,280416,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),8.74513,-75.875576,2002-06-12
272040,05055,ARGELIA,ANTIOQUIA,2004,7,17,293315,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRANSPORTE DE MERCADO Y DINERO,ADOLESCENCIA (12-17 AÑOS),5.708114524,-75.094697954,2004-07-17
272684,05091,BETANIA,ANTIOQUIA,2004,9,0,762694,HOMBRE,,PARAMILITAR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADOLESCENCIA (12-17 AÑOS),5.727081285,-75.986891074,2004-09-01
278620,97161,CARURU,VAUPES,2005,4,15,299895,HOMBRE,,ESTUDIANTE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADOLESCENCIA (12-17 AÑOS),1.052762314,-71.33093035,2005-04-15
301813,68081,BARRANCABERMEJA,SANTANDER,2005,12,1,343245,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),7.054074558,-73.782116461,2005-12-01
301815,52835,SAN ANDRES DE TUMACO,NARIÑO,2004,5,1,343247,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.574550638,-78.615409629,2004-05-01
301967,27001,QUIBDO,CHOCO,2005,12,1,343399,HOMBRE,"NEGRO(A), MULATO(A), AFRODESCENDIENTE, AFROCOLOMBIANO(A)",SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),5.7543229,-76.65015147,2005-12-01
301973,99773,CUMARIBO,VICHADA,2005,9,25,343405,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2005-09-25
301974,99773,CUMARIBO,VICHADA,1994,0,0,343406,HOMBRE,,RASPACHÍN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,1994-01-01
301976,99773,CUMARIBO,VICHADA,1999,10,12,343408,MUJER,"NEGRO(A), MULATO(A), AFRODESCENDIENTE, AFROCOLOMBIANO(A)",SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,INFANCIA (6-11 AÑOS),4.262454746,-69.521404835,1999-10-12
301977,99773,CUMARIBO,VICHADA,2000,3,14,343409,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,PRIMERA INFANCIA (0-5 AÑOS),4.262454746,-69.521404835,2000-03-14
301978,99773,CUMARIBO,VICHADA,2000,12,27,343410,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2000-12-27
301979,99773,CUMARIBO,VICHADA,2001,9,30,343411,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2001-09-30
301980,99773,CUMARIBO,VICHADA,2002,3,1,343412,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2002-03-01
301981,99773,CUMARIBO,VICHADA,2002,7,30,343413,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2002-07-30
301982,99773,CUMARIBO,VICHADA,2002,8,13,343414,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2002-08-13
301983,99773,CUMARIBO,VICHADA,2003,1,1,343415,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,INFANCIA (6-11 AÑOS),4.262454746,-69.521404835,2003-01-01
301986,99773,CUMARIBO,VICHADA,2004,1,1,343418,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2004-01-01
301988,99773,CUMARIBO,VICHADA,2004,6,1,343420,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2004-06-01
301990,99773,CUMARIBO,VICHADA,2004,11,1,343422,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2004-11-01
301991,99773,CUMARIBO,VICHADA,2004,11,5,343423,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2004-11-05
301992,99773,CUMARIBO,VICHADA,2004,11,24,343424,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2004-11-24
301993,99773,CUMARIBO,VICHADA,2005,1,1,343425,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2005-01-01
301994,99773,CUMARIBO,VICHADA,2005,4,22,343426,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,INFANCIA (6-11 AÑOS),4.262454746,-69.521404835,2005-04-22
301995,99773,CUMARIBO,VICHADA,2005,8,27,343427,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2005-08-27
301996,99773,CUMARIBO,VICHADA,2005,9,6,343428,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2005-09-06
301997,99773,CUMARIBO,VICHADA,2005,11,1,343429,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2005-11-01
301998,99773,CUMARIBO,VICHADA,2006,1,1,343430,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,INFANCIA (6-11 AÑOS),4.262454746,-69.521404835,2006-01-01
301999,99773,CUMARIBO,VICHADA,2006,5,8,343431,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2006-05-08
302000,99773,CUMARIBO,VICHADA,2006,6,5,343432,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2006-06-05
302002,99773,CUMARIBO,VICHADA,2007,4,25,343434,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2007-04-25
302005,99773,CUMARIBO,VICHADA,2008,1,1,343437,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2008-01-01
302008,99773,CUMARIBO,VICHADA,2010,2,3,343440,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2010-02-03
302009,99773,CUMARIBO,VICHADA,2005,8,30,343441,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2005-08-30
302015,99773,CUMARIBO,VICHADA,2000,2,15,343447,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INFANCIA (6-11 AÑOS),4.262454746,-69.521404835,2000-02-15
302077,99773,CUMARIBO,VICHADA,2004,9,0,343509,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),4.262454746,-69.521404835,2004-09-01
302085,99524,LA PRIMAVERA,VICHADA,2002,2,18,343517,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),5.517593607,-69.620440535,2002-02-18
302086,99524,LA PRIMAVERA,VICHADA,1995,1,1,343518,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,INFANCIA (6-11 AÑOS),5.517593607,-69.620440535,1995-01-01
302087,99524,LA PRIMAVERA,VICHADA,2002,5,15,343519,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),5.517593607,-69.620440535,2002-05-15
302106,99001,PUERTO CARREÑO,VICHADA,2001,8,2,343538,MUJER,,SIN INFORMACIÓN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUERRILLERO RASO,ADOLESCENCIA (12-17 AÑOS),5.836529669,-68.141222336,2001-08-02
302107,99001,PUERTO CARREÑO,VICHADA,2003,6,27,343539,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),5.836529669,-68.141222336,2003-06-27
302108,99001,PUERTO CARREÑO,VICHADA,2004,8,5,343540,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),5.836529669,-68.141222336,2004-08-05
302109,99001,PUERTO CARREÑO,VICHADA,2006,1,17,343541,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),5.836529669,-68.141222336,2006-01-17
302112,99001,PUERTO CARREÑO,VICHADA,2008,3,18,343544,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,INFANCIA (6-11 AÑOS),5.836529669,-68.141222336,2008-03-18
302113,99001,PUERTO CARREÑO,VICHADA,2009,8,24,343545,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADOLESCENCIA (12-17 AÑOS),5.836529669,-68.141222336,2009-08-24
302134,97511,PACOA,VAUPES,2009,11,12,343566,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),-0.00834364,-70.543306099,2009-11-12
302136,97161,CARURU,VAUPES,2000,1,1,343568,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,INFANCIA (6-11 AÑOS),1.052762314,-71.33093035,2000-01-01
302137,97161,CARURU,VAUPES,2002,5,10,343569,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.052762314,-71.33093035,2002-05-10
302138,97161,CARURU,VAUPES,2004,8,4,343570,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.052762314,-71.33093035,2004-08-04
302139,97161,CARURU,VAUPES,2005,1,1,343571,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.052762314,-71.33093035,2005-01-01
302141,97161,CARURU,VAUPES,2010,12,1,343573,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.052762314,-71.33093035,2010-12-01
302141,97161,CARURU,VAUPES,2010,12,1,343574,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.052762314,-71.33093035,2010-12-01
302153,97161,CARURU,VAUPES,2008,1,12,343585,MUJER,INDÍGENA,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.052762314,-71.33093035,2008-01-12
302159,97001,MITU,VAUPES,1995,4,1,343591,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,1995-04-01
302160,97001,MITU,VAUPES,2001,2,28,343592,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,INFANCIA (6-11 AÑOS),1.06148231,-70.46688401,2001-02-28
302161,97001,MITU,VAUPES,2002,9,2,343593,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2002-09-02
302162,97001,MITU,VAUPES,2005,9,1,343594,HOMBRE,INDÍGENA,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2005-09-01
302163,97001,MITU,VAUPES,2005,12,1,343595,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2005-12-01
302164,97001,MITU,VAUPES,2007,10,1,343596,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2007-10-01
302165,97001,MITU,VAUPES,2009,1,12,343597,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2009-01-12
302166,97001,MITU,VAUPES,2009,10,1,343598,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2009-10-01
302166,97001,MITU,VAUPES,2009,10,1,343599,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2009-10-01
302168,97001,MITU,VAUPES,2010,1,1,343600,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2010-01-01
302169,97001,MITU,VAUPES,2010,6,12,343601,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2010-06-12
302170,97001,MITU,VAUPES,2011,11,7,343602,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2011-11-07
302172,97001,MITU,VAUPES,2007,12,8,343604,MUJER,INDÍGENA,ESTUDIANTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2007-12-08
302172,97001,MITU,VAUPES,2007,12,8,343605,MUJER,INDÍGENA,ESTUDIANTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2007-12-08
302174,97001,MITU,VAUPES,2007,8,23,343606,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2007-08-23
302174,97001,MITU,VAUPES,2007,8,23,343607,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2007-08-23
302178,97001,MITU,VAUPES,2013,5,3,343610,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADOLESCENCIA (12-17 AÑOS),1.06148231,-70.46688401,2013-05-03
302201,95200,MIRAFLORES,GUAVIARE,1986,0,0,343633,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,1986-01-01
302204,95200,MIRAFLORES,GUAVIARE,2007,1,1,343636,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,2007-01-01
302205,95200,MIRAFLORES,GUAVIARE,1999,11,17,343637,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,1999-11-17
302206,95200,MIRAFLORES,GUAVIARE,2000,2,1,343638,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,2000-02-01
302207,95200,MIRAFLORES,GUAVIARE,2000,4,1,343639,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,2000-04-01
302208,95200,MIRAFLORES,GUAVIARE,2001,5,1,343640,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,INFANCIA (6-11 AÑOS),1.363974932,-72.018109505,2001-05-01
302209,95200,MIRAFLORES,GUAVIARE,2004,11,3,343641,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,2004-11-03
302210,95200,MIRAFLORES,GUAVIARE,2006,8,8,343642,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,2006-08-08
302212,95200,MIRAFLORES,GUAVIARE,2007,11,22,343644,MUJER,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,2007-11-22
302213,95200,MIRAFLORES,GUAVIARE,2008,1,1,343645,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,INFANCIA (6-11 AÑOS),1.363974932,-72.018109505,2008-01-01
302215,95200,MIRAFLORES,GUAVIARE,2008,5,1,343647,MUJER,"NEGRO(A), MULATO(A), AFRODESCENDIENTE, AFROCOLOMBIANO(A)",SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,INFANCIA (6-11 AÑOS),1.363974932,-72.018109505,2008-05-01
302216,95200,MIRAFLORES,GUAVIARE,2008,9,16,343648,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,2008-09-16
302217,95200,MIRAFLORES,GUAVIARE,2009,4,10,343649,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,2009-04-10
302218,95200,MIRAFLORES,GUAVIARE,2010,5,1,343650,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,2010-05-01
302219,95200,MIRAFLORES,GUAVIARE,2010,10,28,343651,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,2010-10-28
302220,95200,MIRAFLORES,GUAVIARE,2011,6,19,343652,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,2011-06-19
302221,95200,MIRAFLORES,GUAVIARE,2012,9,1,343653,HOMBRE,,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,2012-09-01
302228,95200,MIRAFLORES,GUAVIARE,2010,1,1,343660,HOMBRE,INDÍGENA,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,INFANCIA (6-11 AÑOS),1.363974932,-72.018109505,2010-01-01
302229,95200,MIRAFLORES,GUAVIARE,2013,7,23,343661,MUJER,INDÍGENA,SIN INFORMACIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADOLESCENCIA (12-17 AÑOS),1.363974932,-72.018109505,2013-07-23
